Passenger ID,Gender,Customer Type,Age,Type of Travel,Class,Flight Distance,Inflight wifi service,Departure/Arrival time convenient,Ease of Online booking,Gate location,Food and drink,Online boarding,Seat comfort,Inflight entertainment,On-board service,Leg room service,Baggage handling,Checkin service,Inflight service,Cleanliness,Departure Delay in Minutes,Arrival Delay in Minutes,satisfaction
23956,Male,Loyal Customer,27,Personal Travel,Eco,679,4,3,4,3,1,4,1,1,4,4,4,2,3,1,0,0,neutral or dissatisfied
23957,Female,Loyal Customer,46,Business travel,Business,2133,5,5,5,5,2,5,5,5,5,5,5,3,5,3,0,4,satisfied
23958,Female,Loyal Customer,29,Business travel,Business,700,3,3,5,3,1,2,1,1,5,2,5,3,5,1,0,0,satisfied
23959,Female,Loyal Customer,38,Personal Travel,Eco,287,1,1,1,3,5,1,5,5,1,3,2,2,3,5,0,0,neutral or dissatisfied
23960,Female,Loyal Customer,41,Business travel,Eco,1126,4,1,1,1,5,4,5,5,2,2,3,2,4,5,14,41,neutral or dissatisfied
23961,Female,Loyal Customer,67,Personal Travel,Eco Plus,551,1,4,1,4,5,3,4,5,5,1,5,4,5,4,0,5,neutral or dissatisfied
23962,Female,Loyal Customer,22,Business travel,Business,1362,1,1,1,1,3,3,3,3,3,3,4,5,1,3,0,0,satisfied
23963,Female,Loyal Customer,59,Personal Travel,Eco,683,3,5,3,3,2,4,5,1,1,3,1,4,1,5,0,0,neutral or dissatisfied
23964,Female,Loyal Customer,49,Personal Travel,Business,1192,2,4,2,4,2,1,3,3,4,5,4,3,3,3,181,193,neutral or dissatisfied
23965,Female,Loyal Customer,46,Business travel,Business,1568,1,1,1,1,2,4,4,5,5,5,5,5,5,4,45,42,satisfied
23966,Male,Loyal Customer,37,Business travel,Eco,844,4,4,4,4,4,4,4,4,2,5,5,3,3,4,13,6,satisfied
23967,Female,Loyal Customer,43,Business travel,Business,738,5,5,3,5,5,5,4,4,4,4,4,4,4,3,0,42,satisfied
23968,Female,disloyal Customer,39,Business travel,Business,368,4,4,4,1,3,4,3,3,5,2,5,4,5,3,0,0,neutral or dissatisfied
23969,Male,Loyal Customer,27,Personal Travel,Eco,859,3,5,3,2,1,3,1,1,3,5,5,5,5,1,0,1,neutral or dissatisfied
23970,Male,Loyal Customer,57,Business travel,Business,3611,5,5,5,5,3,4,5,5,5,5,5,4,5,5,0,4,satisfied
23971,Female,Loyal Customer,37,Business travel,Business,3766,0,4,0,1,3,5,5,1,1,1,1,3,1,5,80,80,satisfied
23972,Male,Loyal Customer,36,Personal Travel,Eco,369,4,5,4,4,2,4,2,2,2,5,1,1,2,2,74,88,neutral or dissatisfied
23973,Male,Loyal Customer,40,Personal Travel,Business,728,3,4,3,3,4,4,4,5,5,3,5,1,5,4,0,0,neutral or dissatisfied
23974,Male,Loyal Customer,40,Business travel,Eco,1626,4,1,1,1,4,4,4,4,5,2,4,5,4,4,0,23,satisfied
23975,Male,Loyal Customer,41,Business travel,Eco,1005,3,2,2,2,3,3,3,3,2,4,3,2,3,3,3,42,neutral or dissatisfied
23976,Female,Loyal Customer,38,Business travel,Business,288,3,2,2,2,5,4,3,3,3,3,3,1,3,3,0,10,neutral or dissatisfied
23977,Female,Loyal Customer,35,Personal Travel,Eco,551,5,1,5,4,1,5,1,1,4,1,4,2,4,1,0,0,satisfied
23978,Male,Loyal Customer,58,Business travel,Business,1506,2,2,3,2,5,5,4,5,5,5,5,4,5,5,12,0,satisfied
23979,Female,Loyal Customer,38,Business travel,Eco Plus,397,4,2,2,2,4,4,4,4,3,4,4,3,1,4,56,77,satisfied
23980,Female,Loyal Customer,69,Personal Travel,Eco Plus,954,3,5,3,5,2,4,5,5,5,3,5,3,5,5,0,0,neutral or dissatisfied
23981,Female,Loyal Customer,38,Business travel,Business,119,0,4,0,1,3,5,5,3,3,5,5,3,3,3,0,5,satisfied
23982,Male,Loyal Customer,26,Business travel,Business,1773,4,4,4,4,4,5,4,4,3,5,3,3,4,4,0,0,satisfied
23983,Female,Loyal Customer,48,Business travel,Business,3825,4,4,5,4,1,1,3,4,4,4,4,2,4,5,0,0,satisfied
23984,Male,disloyal Customer,21,Business travel,Business,1416,5,4,5,2,5,5,5,5,4,4,4,3,5,5,0,0,satisfied
23985,Male,Loyal Customer,55,Business travel,Business,2987,2,2,3,2,3,3,4,4,4,4,4,4,4,1,70,53,satisfied
23986,Female,Loyal Customer,42,Business travel,Business,3399,1,1,1,1,3,4,4,4,4,4,4,5,4,4,27,22,satisfied
23987,Male,Loyal Customer,25,Personal Travel,Eco,1846,3,3,2,2,4,2,4,4,3,1,4,5,3,4,11,0,neutral or dissatisfied
23988,Male,Loyal Customer,68,Business travel,Eco,2409,4,2,1,1,4,4,4,4,5,5,3,5,3,4,0,0,satisfied
23989,Female,Loyal Customer,45,Business travel,Eco,370,1,4,4,4,1,3,4,1,1,1,1,2,1,2,91,76,neutral or dissatisfied
23990,Female,disloyal Customer,27,Business travel,Eco,782,1,1,1,3,5,1,5,5,4,3,2,4,3,5,8,21,neutral or dissatisfied
23991,Male,Loyal Customer,52,Business travel,Business,3830,1,1,2,1,4,5,5,5,5,4,5,3,5,5,0,0,satisfied
23992,Female,Loyal Customer,54,Personal Travel,Eco,229,3,5,0,3,3,5,4,5,5,0,5,4,5,4,0,0,neutral or dissatisfied
23993,Male,disloyal Customer,17,Business travel,Eco,337,2,1,2,4,3,2,3,3,1,3,3,2,4,3,30,23,neutral or dissatisfied
23994,Female,Loyal Customer,56,Personal Travel,Eco,374,1,1,1,2,2,1,2,4,4,1,4,3,4,4,10,24,neutral or dissatisfied
23995,Male,disloyal Customer,27,Business travel,Eco,813,3,3,3,3,2,3,2,2,1,5,3,3,4,2,17,15,neutral or dissatisfied
23996,Male,Loyal Customer,25,Business travel,Business,1050,2,4,2,2,2,2,2,2,2,5,5,1,1,2,0,0,satisfied
23997,Male,Loyal Customer,54,Business travel,Business,3106,4,4,4,4,3,4,4,5,5,5,5,3,5,4,0,0,satisfied
23998,Male,Loyal Customer,67,Business travel,Business,341,3,3,3,3,3,4,5,4,4,4,4,3,4,4,38,23,satisfied
23999,Female,Loyal Customer,58,Personal Travel,Eco,926,2,4,2,5,2,4,4,3,3,2,4,4,3,5,0,0,neutral or dissatisfied
24000,Female,Loyal Customer,61,Business travel,Business,176,3,5,5,5,1,4,3,1,1,1,3,2,1,2,0,0,neutral or dissatisfied
24001,Female,Loyal Customer,55,Personal Travel,Eco,447,3,5,3,3,3,5,4,4,4,3,4,3,4,4,0,0,neutral or dissatisfied
24002,Male,disloyal Customer,9,Business travel,Eco,668,2,3,2,4,4,2,4,4,1,4,3,3,3,4,121,103,neutral or dissatisfied
24003,Male,disloyal Customer,37,Business travel,Business,1123,3,3,3,3,5,3,5,5,5,3,5,3,4,5,5,0,neutral or dissatisfied
24004,Male,Loyal Customer,72,Business travel,Business,1824,4,4,4,4,4,3,5,5,5,5,5,5,5,4,0,0,satisfied
24005,Female,Loyal Customer,15,Personal Travel,Eco,563,2,1,2,2,3,2,3,3,3,4,2,4,2,3,0,0,neutral or dissatisfied
24006,Male,Loyal Customer,23,Business travel,Business,1025,2,2,3,2,4,4,4,4,3,5,5,4,4,4,0,0,satisfied
24007,Male,disloyal Customer,24,Business travel,Eco,2296,4,4,4,4,4,4,4,4,5,5,4,5,4,4,0,0,satisfied
24008,Male,Loyal Customer,59,Business travel,Business,3451,1,1,1,1,3,4,5,4,4,4,4,4,4,3,0,0,satisfied
24009,Male,Loyal Customer,68,Personal Travel,Eco,602,4,4,4,3,3,4,3,3,2,1,3,2,4,3,13,14,neutral or dissatisfied
24010,Female,Loyal Customer,56,Business travel,Business,1846,1,1,1,1,5,3,5,5,5,4,5,4,5,5,40,27,satisfied
24011,Male,Loyal Customer,68,Personal Travel,Eco,435,2,4,2,4,2,2,2,2,4,2,5,4,4,2,0,0,neutral or dissatisfied
24012,Male,Loyal Customer,15,Personal Travel,Eco,524,1,4,1,3,4,1,1,4,5,3,4,5,4,4,11,32,neutral or dissatisfied
24013,Female,Loyal Customer,11,Personal Travel,Eco Plus,328,4,5,4,4,3,4,3,3,2,2,5,4,4,3,0,0,satisfied
24014,Female,Loyal Customer,8,Personal Travel,Eco,280,4,4,4,1,2,4,2,2,4,5,3,3,3,2,48,55,neutral or dissatisfied
24015,Male,Loyal Customer,54,Personal Travel,Eco Plus,925,4,5,4,3,5,4,5,5,3,3,4,3,4,5,3,0,neutral or dissatisfied
24016,Female,Loyal Customer,39,Business travel,Eco,404,1,5,5,5,1,1,1,1,2,2,4,4,3,1,0,0,neutral or dissatisfied
24017,Male,Loyal Customer,34,Business travel,Business,391,3,3,3,3,1,4,1,4,4,4,4,1,4,4,75,67,satisfied
24018,Male,Loyal Customer,60,Business travel,Business,1723,2,2,2,2,3,4,4,2,2,2,2,1,2,4,0,0,neutral or dissatisfied
24019,Male,Loyal Customer,63,Business travel,Eco,356,1,1,1,1,1,1,1,1,4,2,2,2,3,1,66,76,neutral or dissatisfied
24020,Female,Loyal Customer,50,Personal Travel,Eco,460,3,3,3,3,3,4,4,4,4,3,2,2,4,1,27,22,neutral or dissatisfied
24021,Female,disloyal Customer,26,Business travel,Business,1217,3,4,4,2,2,4,5,2,5,4,5,5,5,2,0,0,neutral or dissatisfied
24022,Male,Loyal Customer,47,Business travel,Business,3175,0,0,0,1,2,4,5,4,4,2,2,5,4,5,0,100,satisfied
24023,Female,disloyal Customer,26,Business travel,Business,173,5,0,5,3,2,5,2,2,3,2,5,5,4,2,51,57,satisfied
24024,Female,Loyal Customer,33,Business travel,Business,2213,0,1,1,5,2,5,3,3,3,3,3,1,3,5,0,0,satisfied
24025,Male,Loyal Customer,33,Business travel,Business,937,5,5,5,5,4,4,4,4,3,1,1,4,2,4,20,27,satisfied
24026,Male,Loyal Customer,45,Business travel,Business,3318,2,4,4,4,2,2,2,2,2,2,2,2,2,1,0,0,neutral or dissatisfied
24027,Male,Loyal Customer,54,Business travel,Eco,1048,2,3,3,3,2,2,2,2,3,4,4,3,4,2,0,0,neutral or dissatisfied
24028,Female,Loyal Customer,59,Personal Travel,Eco,606,4,5,4,2,4,5,4,3,3,4,3,4,3,3,1,0,neutral or dissatisfied
24029,Male,Loyal Customer,29,Personal Travel,Eco,746,1,5,1,1,1,1,1,1,3,2,4,4,5,1,0,0,neutral or dissatisfied
24030,Female,Loyal Customer,27,Business travel,Eco Plus,546,4,1,1,1,4,4,4,4,3,5,4,3,3,4,0,12,neutral or dissatisfied
24031,Female,Loyal Customer,57,Personal Travel,Business,680,3,4,3,3,3,4,4,3,3,3,4,5,3,5,12,14,neutral or dissatisfied
24032,Male,Loyal Customer,32,Personal Travel,Eco,1269,4,1,4,3,1,4,1,1,4,4,3,1,2,1,0,11,neutral or dissatisfied
24033,Female,Loyal Customer,9,Personal Travel,Eco,192,3,4,0,3,3,0,3,3,3,4,4,5,5,3,3,8,neutral or dissatisfied
24034,Female,Loyal Customer,49,Business travel,Business,460,2,2,2,2,2,4,4,2,2,2,2,1,2,2,0,0,neutral or dissatisfied
24035,Female,Loyal Customer,49,Personal Travel,Eco Plus,77,3,4,3,3,4,4,4,3,3,3,3,5,3,4,0,0,neutral or dissatisfied
24036,Male,Loyal Customer,31,Personal Travel,Eco,550,1,3,1,3,3,1,1,3,3,4,3,4,3,3,0,0,neutral or dissatisfied
24037,Male,Loyal Customer,36,Business travel,Business,95,1,1,1,1,4,2,1,4,4,4,4,2,4,4,0,0,satisfied
24038,Male,disloyal Customer,32,Business travel,Eco,422,3,4,3,4,2,3,5,2,1,2,3,4,4,2,0,0,neutral or dissatisfied
24039,Male,Loyal Customer,30,Personal Travel,Eco,1205,2,1,2,3,5,2,5,5,2,2,3,2,3,5,20,16,neutral or dissatisfied
24040,Female,Loyal Customer,31,Business travel,Eco Plus,519,3,5,5,5,3,3,3,3,1,3,4,1,4,3,118,115,neutral or dissatisfied
24041,Female,Loyal Customer,43,Business travel,Business,476,1,1,4,1,5,5,5,2,5,1,5,5,5,5,262,279,satisfied
24042,Female,Loyal Customer,43,Business travel,Business,1916,2,2,2,2,2,4,4,4,4,4,4,5,4,5,17,0,satisfied
24043,Male,Loyal Customer,70,Personal Travel,Eco,2072,2,5,2,3,3,2,4,3,3,3,5,4,4,3,0,0,neutral or dissatisfied
24044,Female,Loyal Customer,18,Business travel,Business,1590,4,4,4,4,5,5,5,5,5,3,4,5,4,5,0,0,satisfied
24045,Male,Loyal Customer,57,Personal Travel,Business,1235,1,2,2,3,2,1,1,4,5,3,4,1,3,1,164,142,neutral or dissatisfied
24046,Male,Loyal Customer,22,Business travel,Business,2088,2,2,2,2,5,5,5,5,3,4,5,5,4,5,78,74,satisfied
24047,Male,disloyal Customer,39,Business travel,Business,1315,1,1,1,4,1,1,1,1,4,4,4,5,5,1,0,0,neutral or dissatisfied
24048,Female,disloyal Customer,47,Business travel,Eco,719,4,4,4,4,2,4,2,2,4,3,3,4,3,2,12,32,neutral or dissatisfied
24049,Male,disloyal Customer,56,Personal Travel,Eco,209,4,4,4,3,1,4,1,1,3,4,4,2,1,1,0,0,neutral or dissatisfied
24050,Female,Loyal Customer,69,Personal Travel,Eco Plus,1288,1,4,1,2,3,4,5,2,2,1,2,4,2,4,32,24,neutral or dissatisfied
24051,Male,Loyal Customer,49,Personal Travel,Eco,1076,2,4,2,2,3,2,3,3,5,4,3,4,3,3,0,0,neutral or dissatisfied
24052,Female,Loyal Customer,33,Personal Travel,Eco,370,5,5,5,4,1,5,1,1,2,5,5,1,2,1,0,0,satisfied
24053,Female,disloyal Customer,17,Business travel,Eco Plus,550,3,1,3,3,1,3,1,1,1,2,4,2,4,1,17,24,neutral or dissatisfied
24054,Female,Loyal Customer,46,Business travel,Eco,128,4,1,1,1,1,5,5,4,4,4,4,2,4,2,0,0,satisfied
24055,Male,Loyal Customer,46,Business travel,Business,651,4,4,5,4,2,5,5,3,3,4,3,4,3,3,8,8,satisfied
24056,Female,Loyal Customer,23,Personal Travel,Eco Plus,612,3,4,3,3,3,3,2,3,1,5,2,5,1,3,0,0,neutral or dissatisfied
24057,Male,Loyal Customer,34,Business travel,Business,250,2,2,2,2,5,4,5,4,4,5,4,5,4,4,0,0,satisfied
24058,Female,disloyal Customer,26,Business travel,Eco,102,2,3,2,2,1,2,1,1,3,3,3,1,3,1,0,0,neutral or dissatisfied
24059,Male,Loyal Customer,14,Personal Travel,Eco,821,3,2,3,4,5,3,5,5,4,3,3,2,4,5,2,0,neutral or dissatisfied
24060,Male,disloyal Customer,26,Business travel,Business,332,4,0,3,5,4,3,2,4,5,2,5,4,5,4,25,30,satisfied
24061,Female,Loyal Customer,55,Personal Travel,Eco,721,3,4,3,1,3,1,5,5,5,3,5,5,5,2,7,20,neutral or dissatisfied
24062,Female,Loyal Customer,28,Personal Travel,Eco,308,4,5,4,5,5,4,2,5,4,2,4,5,4,5,8,4,neutral or dissatisfied
24063,Male,Loyal Customer,29,Personal Travel,Eco,1379,2,3,2,4,2,2,2,2,1,3,4,4,3,2,6,0,neutral or dissatisfied
24064,Female,disloyal Customer,30,Business travel,Eco,1328,2,2,2,3,4,2,4,4,3,5,4,3,4,4,0,5,neutral or dissatisfied
24065,Male,Loyal Customer,41,Business travel,Eco,306,4,1,3,1,4,4,4,4,2,2,1,1,4,4,0,3,satisfied
24066,Female,Loyal Customer,30,Business travel,Eco,2248,5,1,1,1,5,5,5,5,5,1,3,3,5,5,0,0,satisfied
24067,Female,Loyal Customer,26,Personal Travel,Eco,1089,3,2,3,4,3,3,4,3,2,4,3,3,4,3,0,11,neutral or dissatisfied
24068,Male,disloyal Customer,36,Business travel,Eco,544,4,5,4,4,1,4,1,1,4,5,1,4,2,1,0,0,neutral or dissatisfied
24069,Female,Loyal Customer,14,Personal Travel,Eco,925,3,4,3,4,1,3,1,1,4,1,1,2,3,1,29,11,neutral or dissatisfied
24070,Female,disloyal Customer,40,Business travel,Business,101,2,2,2,3,4,2,4,4,5,1,3,4,5,4,0,0,neutral or dissatisfied
24071,Female,Loyal Customer,39,Business travel,Eco Plus,405,2,4,5,5,2,2,2,2,2,2,4,3,3,2,0,0,neutral or dissatisfied
24072,Female,Loyal Customer,38,Personal Travel,Eco Plus,391,3,5,3,2,1,3,2,1,3,4,4,3,2,1,0,4,neutral or dissatisfied
24073,Male,Loyal Customer,45,Business travel,Eco,352,5,1,1,1,5,5,5,5,1,1,1,3,2,5,26,,satisfied
24074,Male,Loyal Customer,44,Business travel,Eco,337,3,5,2,5,3,3,3,3,3,2,3,2,4,3,0,11,neutral or dissatisfied
24075,Female,disloyal Customer,36,Personal Travel,Eco,359,2,4,2,4,2,2,2,2,2,1,4,4,3,2,32,25,neutral or dissatisfied
24076,Male,disloyal Customer,34,Business travel,Business,236,3,3,3,2,5,3,5,5,4,2,5,4,4,5,0,3,neutral or dissatisfied
24077,Female,Loyal Customer,29,Business travel,Business,591,3,3,3,3,4,4,4,4,4,5,5,4,5,4,0,0,satisfied
24078,Male,Loyal Customer,60,Business travel,Business,3462,1,1,1,1,1,5,1,5,5,5,5,3,5,4,0,0,satisfied
24079,Male,Loyal Customer,21,Business travel,Business,1936,2,4,2,2,4,4,4,4,4,3,4,3,5,4,2,0,satisfied
24080,Male,Loyal Customer,15,Personal Travel,Eco,302,2,4,2,3,2,2,2,2,5,5,4,5,4,2,1,5,neutral or dissatisfied
24081,Female,Loyal Customer,19,Personal Travel,Eco,125,5,1,5,1,1,5,1,1,4,5,2,2,1,1,10,2,satisfied
24082,Female,Loyal Customer,60,Business travel,Business,304,4,4,4,4,5,4,5,5,5,5,5,3,5,5,0,0,satisfied
24083,Male,Loyal Customer,15,Business travel,Business,277,2,1,1,1,2,2,2,2,4,4,3,2,3,2,44,45,neutral or dissatisfied
24084,Female,Loyal Customer,21,Personal Travel,Eco,2607,3,3,3,4,3,5,5,4,4,5,4,5,1,5,0,9,neutral or dissatisfied
24085,Male,Loyal Customer,61,Personal Travel,Eco,1276,2,4,2,3,4,2,3,4,5,4,4,5,5,4,0,0,neutral or dissatisfied
24086,Female,Loyal Customer,36,Personal Travel,Eco,77,2,4,0,3,4,0,4,4,3,4,5,4,4,4,101,86,neutral or dissatisfied
24087,Female,Loyal Customer,44,Business travel,Eco,569,3,4,4,4,2,3,3,3,3,3,3,1,3,2,0,0,neutral or dissatisfied
24088,Female,Loyal Customer,45,Business travel,Eco,387,3,2,1,2,5,5,2,3,3,3,3,2,3,4,12,18,satisfied
24089,Female,disloyal Customer,24,Business travel,Business,1139,4,4,4,1,4,4,4,4,4,5,4,5,5,4,0,0,satisfied
24090,Female,Loyal Customer,31,Business travel,Business,1400,5,5,5,5,5,5,5,5,4,3,5,3,4,5,0,0,satisfied
24091,Male,Loyal Customer,37,Personal Travel,Eco,271,1,3,1,4,2,1,2,2,1,4,5,3,1,2,0,0,neutral or dissatisfied
24092,Female,disloyal Customer,24,Business travel,Eco,293,1,0,1,4,1,1,1,1,4,3,5,5,5,1,9,0,neutral or dissatisfied
24093,Female,Loyal Customer,39,Business travel,Business,316,2,5,5,5,2,3,3,2,2,2,2,2,2,1,40,39,neutral or dissatisfied
24094,Male,Loyal Customer,16,Business travel,Business,2218,4,4,4,4,5,4,5,5,3,4,3,3,5,5,0,0,satisfied
24095,Male,Loyal Customer,37,Personal Travel,Eco,1671,1,4,1,3,4,1,4,4,1,1,4,4,3,4,0,4,neutral or dissatisfied
24096,Male,disloyal Customer,24,Business travel,Eco,1086,5,4,4,4,5,4,1,5,4,5,4,3,5,5,0,0,satisfied
24097,Female,Loyal Customer,54,Business travel,Business,2170,1,1,1,1,3,4,4,5,5,5,5,5,5,5,0,0,satisfied
24098,Female,Loyal Customer,60,Business travel,Business,3367,5,5,5,5,3,5,5,5,5,4,5,5,5,4,0,0,satisfied
24099,Female,Loyal Customer,70,Personal Travel,Eco,408,3,5,5,5,2,4,4,3,3,5,3,5,3,3,0,0,neutral or dissatisfied
24100,Male,Loyal Customer,31,Business travel,Business,3067,2,1,2,2,4,4,4,4,5,4,4,5,4,4,29,12,satisfied
24101,Female,Loyal Customer,31,Business travel,Business,2363,4,4,4,4,4,4,4,4,2,4,5,3,5,4,19,8,satisfied
24102,Female,Loyal Customer,50,Business travel,Business,2625,4,4,2,4,2,4,5,4,4,4,4,3,4,4,3,0,satisfied
24103,Female,disloyal Customer,30,Business travel,Eco,861,4,4,4,3,5,4,5,5,2,1,3,3,3,5,2,15,neutral or dissatisfied
24104,Male,Loyal Customer,14,Personal Travel,Eco,1046,2,4,2,1,1,2,1,1,3,4,5,2,4,1,0,0,neutral or dissatisfied
24105,Female,disloyal Customer,37,Business travel,Business,325,2,2,2,2,4,2,3,4,5,4,4,5,5,4,20,7,satisfied
24106,Female,Loyal Customer,65,Personal Travel,Eco,187,3,2,3,2,5,3,3,5,5,3,5,4,5,1,3,0,neutral or dissatisfied
24107,Female,disloyal Customer,34,Business travel,Business,641,1,2,2,3,5,2,1,5,3,4,4,3,4,5,4,0,neutral or dissatisfied
24108,Female,Loyal Customer,59,Personal Travel,Eco,1739,2,5,2,1,4,4,5,1,1,2,1,3,1,5,1,0,neutral or dissatisfied
24109,Male,Loyal Customer,30,Personal Travel,Eco,1464,3,4,3,5,3,3,3,3,5,5,5,4,5,3,0,0,neutral or dissatisfied
24110,Male,Loyal Customer,38,Business travel,Business,575,1,4,1,4,4,3,3,1,1,1,1,3,1,1,0,0,neutral or dissatisfied
24111,Female,Loyal Customer,60,Business travel,Business,2193,3,3,3,3,5,4,5,4,4,4,4,3,4,4,7,0,satisfied
24112,Male,Loyal Customer,58,Business travel,Business,3432,4,1,4,4,2,5,5,4,4,4,4,4,4,4,0,0,satisfied
24113,Female,Loyal Customer,57,Personal Travel,Eco Plus,1346,2,5,2,3,2,3,5,5,5,2,5,5,5,4,0,0,neutral or dissatisfied
24114,Female,disloyal Customer,28,Business travel,Business,999,1,1,1,3,2,1,4,2,4,3,3,2,4,2,0,0,neutral or dissatisfied
24115,Male,Loyal Customer,44,Business travel,Business,2593,2,3,3,3,1,3,2,2,2,3,2,2,2,4,58,95,neutral or dissatisfied
24116,Female,Loyal Customer,24,Business travel,Eco,328,5,5,5,5,5,4,4,5,3,5,4,4,3,5,17,5,neutral or dissatisfied
24117,Male,Loyal Customer,34,Business travel,Business,351,4,4,4,4,3,5,5,4,4,4,4,5,4,4,37,31,satisfied
24118,Male,Loyal Customer,45,Business travel,Business,449,3,3,3,3,2,5,4,4,4,4,4,3,4,5,0,0,satisfied
24119,Male,Loyal Customer,8,Personal Travel,Eco,1943,2,3,2,4,4,2,4,4,2,2,4,3,4,4,0,0,neutral or dissatisfied
24120,Female,Loyal Customer,58,Personal Travel,Eco,602,2,1,2,2,5,1,2,3,3,2,3,1,3,4,0,0,neutral or dissatisfied
24121,Female,Loyal Customer,44,Business travel,Business,373,4,4,4,4,3,4,4,3,3,4,3,5,3,3,0,0,satisfied
24122,Male,Loyal Customer,35,Personal Travel,Eco Plus,347,3,4,2,3,1,2,1,1,3,3,2,2,5,1,0,0,neutral or dissatisfied
24123,Male,disloyal Customer,44,Business travel,Eco,237,3,1,3,2,4,3,4,4,3,3,3,1,2,4,0,6,neutral or dissatisfied
24124,Male,Loyal Customer,54,Business travel,Business,1620,2,2,2,2,5,4,4,5,5,5,5,3,5,4,0,0,satisfied
24125,Male,Loyal Customer,51,Personal Travel,Eco Plus,1947,1,4,0,1,5,0,1,5,4,2,3,3,5,5,11,0,neutral or dissatisfied
24126,Female,Loyal Customer,49,Business travel,Business,1986,2,1,1,1,4,4,3,3,3,3,2,2,3,3,0,3,neutral or dissatisfied
24127,Male,Loyal Customer,25,Personal Travel,Eco,533,3,4,3,5,1,3,1,1,3,5,4,5,5,1,68,43,neutral or dissatisfied
24128,Female,Loyal Customer,47,Business travel,Business,2326,1,5,5,5,3,2,2,1,1,1,1,4,1,1,0,0,neutral or dissatisfied
24129,Female,Loyal Customer,60,Business travel,Business,2722,1,1,1,1,4,4,5,5,5,5,5,5,5,5,15,0,satisfied
24130,Male,Loyal Customer,59,Business travel,Business,1635,5,1,5,5,4,4,5,4,4,4,4,5,4,4,0,0,satisfied
24131,Male,Loyal Customer,8,Personal Travel,Eco,333,2,5,5,3,4,5,4,4,3,4,4,4,5,4,11,0,neutral or dissatisfied
24132,Male,disloyal Customer,35,Business travel,Eco,1400,3,3,3,2,1,3,1,1,4,5,2,3,4,1,0,0,neutral or dissatisfied
24133,Female,Loyal Customer,45,Business travel,Business,563,2,4,4,4,5,2,1,2,2,2,2,2,2,2,4,6,neutral or dissatisfied
24134,Female,Loyal Customer,29,Business travel,Business,3873,3,3,3,3,3,3,3,3,3,4,4,4,3,3,19,,neutral or dissatisfied
24135,Male,Loyal Customer,16,Personal Travel,Eco,196,3,4,0,4,4,0,4,4,1,1,3,4,3,4,0,0,neutral or dissatisfied
24136,Male,Loyal Customer,7,Personal Travel,Eco Plus,1587,3,4,3,2,5,3,3,5,4,2,5,4,5,5,0,8,neutral or dissatisfied
24137,Male,Loyal Customer,24,Personal Travel,Eco,1197,2,5,2,2,2,2,2,2,5,4,4,4,5,2,0,5,neutral or dissatisfied
24138,Male,Loyal Customer,55,Business travel,Eco Plus,594,1,4,4,4,1,1,1,1,4,5,2,2,2,1,16,13,neutral or dissatisfied
24139,Male,Loyal Customer,57,Business travel,Business,3319,1,1,1,1,2,4,5,4,4,4,4,5,4,4,13,53,satisfied
24140,Male,Loyal Customer,72,Business travel,Business,3557,4,4,4,4,3,5,4,4,4,4,4,5,4,4,0,0,satisfied
24141,Male,Loyal Customer,39,Personal Travel,Eco,1431,1,5,1,1,2,1,5,2,3,4,3,3,4,2,48,50,neutral or dissatisfied
24142,Male,Loyal Customer,51,Business travel,Business,606,5,5,5,5,5,5,4,3,3,4,3,3,3,3,0,0,satisfied
24143,Male,Loyal Customer,50,Personal Travel,Eco,731,2,2,2,3,1,2,1,1,1,1,3,2,3,1,3,0,neutral or dissatisfied
24144,Female,disloyal Customer,8,Business travel,Eco,1262,3,3,3,1,1,3,1,1,4,5,5,3,4,1,0,0,neutral or dissatisfied
24145,Male,Loyal Customer,69,Personal Travel,Eco,892,2,5,2,2,1,2,1,1,4,2,5,4,5,1,0,1,neutral or dissatisfied
24146,Female,Loyal Customer,25,Business travel,Eco,588,4,3,3,3,4,4,3,4,2,3,1,1,1,4,0,0,satisfied
24147,Female,Loyal Customer,37,Business travel,Business,1562,1,1,1,1,2,4,4,5,5,5,5,4,5,5,0,0,satisfied
24148,Female,disloyal Customer,41,Business travel,Business,1192,2,2,2,3,3,2,2,3,3,3,5,5,4,3,0,0,neutral or dissatisfied
24149,Female,Loyal Customer,44,Personal Travel,Eco,265,1,2,1,3,4,3,4,2,2,1,2,4,2,4,0,0,neutral or dissatisfied
24150,Male,Loyal Customer,48,Business travel,Business,2565,2,2,2,2,5,3,4,3,3,3,3,3,3,4,0,0,satisfied
24151,Male,Loyal Customer,35,Business travel,Business,674,2,2,2,2,2,5,5,5,5,5,5,5,5,5,0,0,satisfied
24152,Male,Loyal Customer,66,Personal Travel,Eco,235,5,5,5,4,1,5,1,1,3,3,5,3,4,1,0,0,satisfied
24153,Male,Loyal Customer,53,Personal Travel,Business,1931,2,5,3,2,3,3,4,4,4,3,4,4,4,5,0,0,neutral or dissatisfied
24154,Female,Loyal Customer,57,Business travel,Business,307,0,0,0,5,4,4,5,3,3,3,3,3,3,5,25,22,satisfied
24155,Female,Loyal Customer,32,Business travel,Business,3527,4,4,4,4,4,4,4,4,3,2,1,2,2,4,0,0,satisfied
24156,Female,disloyal Customer,27,Business travel,Business,192,0,0,0,2,5,0,5,5,4,3,5,5,4,5,4,4,satisfied
